# Local run pairs
"dear|my"	"0.147911544277"
"own|my"	"0.0471744460154"
"father|my"	"0.0329238321149"
"mother|my"	"0.022604422049"
"brother|my"	"0.0196560191731"
"life|my"	"0.0189189184541"
"word|my"	"0.0186732182144"
"heart|my"	"0.0162162158178"
"dearest|my"	"0.0159705155781"
"sister|my"	"0.0159705155781"

# Local run stripes
"dear|my"	0.14791154791154792
"own|my"	0.047174447174447173
"father|my"	0.032923832923832927
"mother|my"	0.022604422604422605
"brother|my"	0.019656019656019656
"life|my"	0.01891891891891892
"word|my"	0.018673218673218674
"heart|my"	0.016216216216216217
"dearest|my"	0.015970515970515971
"sister|my"	0.015970515970515971

# Amazon EMR run, stripes
"dear|my"	0.14791154791154792
"own|my"	0.047174447174447173
"father|my"	0.032923832923832927
"mother|my"	0.022604422604422605
"brother|my"	0.019656019656019656
"life|my"	0.01891891891891892
"word|my"	0.018673218673218674
"heart|my"	0.016216216216216217
"dearest|my"	0.015970515970515971
"sister|my"	0.015970515970515971

